doi;title;date;keywords
10.1007/s12062-022-09376-4;Factors related to the accumulation of healthy behavior among older adults;20220721;['2SLS, Two-Stage Least Squares Regression', 'BMI, Body Mass Index', 'CSL, Compulsory Schooling Law', 'Health behaviors', 'Intergenerational influences', 'Lifecourse epidemiology', 'Quasi-experimental methods', 'SES, Socio-economic Status', 'Socio-economic status']
10.1177/15598276211029222;COVID-19: Implications for Physical Activity, Health Disparities, and Health;20220721;['Aging', 'Health Promotion', 'Preventive medicine', 'Public Health', 'Quality of life']
10.14336/AD.2022.0117;Extension of the Life Span by Acarbose: Is It Mediated by the Gut Microbiota?;20220721;['coronavirus', 'disabilities', 'health inequities', 'physical inactivity', 'race/ethnicity', 'sedentary behavior']
10.4047/jap.2022.14.3.182;Biomechanical evaluations of the long-term stability of dental implant using;20220721;['acarbose', 'gut microbiota', 'life span']
10.9778/cmajo.20220012;The burden of cancer among people living with HIV in Ontario, Canada, 1997-2020:;20220721;['Bone remodeling', 'Fatigue', 'Optimization', 'Reliability', 'Sensitivity analysis']
10.1016/j.ebiom.2022.104180;Plasma phospholipid polyunsaturated fatty acids composition in early pregnancy;20220728;['*Acquired Immunodeficiency Syndrome/complications/epidemiology', 'Adult', 'Cohort Studies', 'Female', 'Humans', 'Male', '*Neoplasms/epidemiology', 'Ontario/epidemiology', 'Retrospective Studies', 'Risk Factors']
10.1182/blood.2022016082;Targeting MDM2 enhances anti-leukemia immunity after allogeneic transplantation;20220719;['Cohort', 'Epidemiology', 'Fatty acid', 'Fetal growth', 'Nutrition', 'Plasma phospholipid', 'Polyunsaturated fatty acid', 'Pregnancy']
10.2337/dc21-2270;Periconceptional and First Trimester Ultraprocessed Food Intake and Maternal;20220719;[]
10.1016/j.vaccine.2022.07.002;Influenza vaccine effectiveness against hospitalization during the 2018/2019;20220719;[]
10.1016/j.jcmg.2022.06.007;Discordance Between Coronary Artery Calcium Area and Density Predicts Long-Term;20220719;['Influenza', 'Older persons', 'Pneumonia', 'Vaccine effectiveness']
10.1089/rej.2022.0027;Cellular and mitochondrial quality control mechanisms in maintaining homeostasis;20220719;['calcium density cardiovascular diseases', 'coronary artery calcium', 'multidetector computed tomography']
10.1007/s00421-022-05005-2;Muscle quality indices separately associate with joint-level power-related;20220718;[]
10.1093/ajcn/nqac138;ω-3 polyunsaturated fatty acid supplementation improves postabsorptive and;20220718;['Bioelectrical impedance spectroscopy', 'Echo intensity', 'Intracellular water', 'Rate of power development', 'Rate of velocity development', 'Specific muscle strength']
10.1097/QAD.0000000000003316;Understanding the pathways leading to socioeconomic inequalities in HIV testing;20220718;['COPD', 'PUFA', 'intervention', 'protein metabolism', 'randomized controlled trial', 'stable isotopes']
10.1016/j.heliyon.2022.e09901;Associations of financial inclusion with physical activity participation in later;20220719;[]
10.1016/j.apsb.2021.10.018;Multiparametric characterization of red blood cell physiology after hypotonic;20220719;['Financial inclusion', 'Ghana', 'Healthy longevity', 'Older people', 'Physical activity', 'Social networks']
10.3389/fpls.2022.915184;Transcription Factor DOF4.1 Regulates Seed Longevity in Arabidopsis via Seed;20220719;['Drug carrier', 'Hypotonic dialysis', 'Morphology', 'Omics', 'Red blood cells', 'Rheology', 'Senescence markers', 'l-Asparaginase']
10.3389/fpubh.2022.890652;The Impact of Frailty on Adverse Outcomes in Geriatric Hip Fracture Patients: A;20220719;['DOF4.1', 'cruciferin', 'seed longevity', 'seed storage proteins', 'transcription factor']
10.1016/j.tplants.2022.07.001;CLE peptides join the plant longevity club.;20220717;['Aged', 'Frail Elderly', '*Frailty/epidemiology', 'Geriatric Assessment/methods', 'Humans', 'Length of Stay', 'adverse outcomes', 'elders', 'frailty', 'hip fracture', 'meta-analysis']
10.1016/j.nic.2022.04.010;Imaging of Normal Brain Aging.;20220719;['CLE peptide', 'ROS', 'ethylene signaling', 'leaf senescence']
10.1111/ggi.14439;Predictive validity of the modified Kihon Checklist for the incidence of;20220720;['Aging/physiology', '*Brain', '*Diffusion Tensor Imaging/methods', 'Humans', 'Magnetic Resonance Imaging', 'Neuroimaging/methods', 'Aging mechanism', 'CAA', 'DTI', 'Lacunes', 'Microbleed', 'Structural MRI', 'WMH', 'fMRI']
10.1007/s10522-022-09978-7;Mitochondrial function and nutrient sensing pathways in ageing: enhancing;20220716;['functional ability', 'geriatric assessment', 'long-term care insurance', 'performing state', 'predictive discrimination']
10.1016/j.semcdb.2022.07.005;HEBP1 - An early trigger for neuronal cell death and circuit dysfunction in;20220716;['AMPK', 'Ageing', 'Dietary restriction', 'Mitochondria', 'Sirtuins', 'mTOR']
10.1016/j.tvir.2022.100839;Maximizing Angioplasty Results in Peripheral Interventions.;20220719;['Alzheimer’s Disease', 'HEBP1', 'Heme and neural circuits', 'Inflammation', 'Mitochondria', 'Neuronal apoptosis', 'Oxidative stress']
10.1016/j.biomaterials.2022.121658;Brief exposure to directionally-specific pulsed electromagnetic fields stimulates;20220727;['Aged, 80 and over', 'Angioplasty', '*Angioplasty, Balloon', 'Female', 'Femoral Artery/diagnostic imaging', 'Humans', 'Hyperplasia', '*Peripheral Arterial Disease/diagnostic imaging/therapy', 'Popliteal Artery', 'Treatment Outcome', 'Vascular Patency', 'Angioplasty', 'Balloon', 'Charles Dotter', 'Critical Limb Ischemia', 'Interventional Radiology', 'Maximizing Outcomes', 'Peripheral Artery Disease']
10.1016/j.ecoenv.2022.113836;Gestational PM(2.5) exposure may increase the risk of small for gestational age;20220728;['Cell-based meat', 'Conditioned media', 'Extracellular vesicles', 'Myokines', 'Streptomycin', 'TRPC1']
10.1007/s40520-022-02195-9;Diet-induced inflammation is associated with sarcopenia and muscle strength in;20220716;['Blood pressure', 'Hemoglobin', 'Mediation analysis', 'PM(2.5)', 'SGA']
10.1038/s41598-022-16471-1;Fatty acid tryptamide from cacao elongates Drosophila melanogaster lifespan with;20220719;['Diet', 'Energy', 'Inflammation', 'Muscle weakness', 'Older adults']
10.3168/jds.2021-21450;Genetic parameters for dairy calf and replacement heifer wellness traits and;20220726;"['Animals', '*Cacao/metabolism', '*Drosophila Proteins/metabolism', 'Drosophila melanogaster/metabolism', 'Fatty Acids/metabolism', 'Heat-Shock Proteins/metabolism', 'Longevity/genetics', 'Niacinamide/analogs &amp; derivatives', '*Sirtuins/genetics/metabolism', 'Tryptamines']"
10.1016/j.apmr.2022.06.011;Randomization to Treadmill Training Improves Physical and Metabolic Health in;20220715;['Animals', 'Birth Weight', 'Cattle/genetics', '*Cattle Diseases/epidemiology/genetics', 'Diarrhea/veterinary', 'Female', 'Lactation/genetics', '*Longevity/genetics', 'Milk', 'diarrhea', 'genetic parameter', 'pneumonia', 'replacement survivability', 'serum total protein']
10.1016/j.celrep.2022.111138;The generation of stem cell-like memory cells early after BNT162b2 vaccination is;20220729;['exercise rehabilitation', 'inflammation', 'oxidative stress', 'stroke survivor']
10.1371/journal.pone.0271238;Physical activity, sedentary behaviors and all-cause mortality in patients with;20220727;['CD8(+) T\xa0cell', 'COVID-19', 'CP: Immunology', 'MHC class I multimer', 'SARS-CoV-2', 'memory cell', 'vaccine']
10.1021/acs.chemrev.1c00703;Paleoproteomics.;20220715;['Accelerometry', 'Adult', 'Exercise', '*Heart Failure', 'Humans', 'Nutrition Surveys', '*Sedentary Behavior', 'Surveys and Questionnaires']
10.1002/jcop.22915;Pockets of Peace: A mixed methods, exploratory study of neighborhoods resilient;20220715;[]
10.1007/s11914-022-00738-7;Functional Heterogeneity Within Osteoclast Populations-a Critical Review of Four;20220715;['adolescent violence', 'community resilience', 'community violence', 'concentrated disadvantage', 'mixed-methods', 'neighborhood effects', 'urban neighborhoods']
10.1172/JCI157780;Distinct histopathological phenotypes of severe alcoholic hepatitis suggest;20220720;['Bone resorption', 'Erythromyeloid', 'Inflammatory osteoclasts', 'Longevity', 'Osteoclast', 'Osteomorphs']
10.1111/cobi.13976;The scientific contributions of citizen science applied to rare or threatened;20220715;['Animals', 'Ethanol/adverse effects', '*Hepatitis, Alcoholic/genetics/metabolism', 'Inflammation/pathology', 'Liver/metabolism', '*Liver Diseases, Alcoholic/genetics/metabolism', 'Mice', 'Mice, Inbred C57BL', 'Phenotype', 'Reactive Oxygen Species/metabolism', 'Gastroenterology', 'Hepatitis']
10.1002/iub.2662;Central nervous system cholesterol metabolism in health and disease.;20220722;['collaboration type', 'conservation measure', 'data quality', 'gray literature', 'longevity', 'participatory science', 'scientific publication']
10.1186/s12966-022-01324-x;Associations of accelerometer measured school- and non-school based physical;20220720;['Animals', 'Biological Transport', 'Brain', '*Central Nervous System/metabolism', 'Cholesterol/metabolism', '*Lipid Metabolism', 'Mammals/metabolism', 'TAR DNA-binding protein 43 KDa (TDP-43)', 'amyotrophic lateral sclerosis (ALS)', 'apolipoprotein E (ApoE)', 'astrocytes', 'blood-brain barrier (BBB)', 'cholesterol esters', 'cholesterol metabolism', 'frontotemporal dementia (FTD)', 'low-density lipoprotein receptor (LDLR)', 'neurons', 'oligodendrocytes', 'oxysterol', 'sterol regulatory element-binding protein 2 (SREBP2)']
10.1038/s41598-022-15873-5;Cabin1 domain-containing gene picd-1 interacts with pry-1/Axin to regulate;20220718;"['Accelerometry', 'Adolescent', 'Body Mass Index', 'Cross-Sectional Studies', 'Exercise', 'Female', 'Humans', 'Male', 'Obesity/epidemiology/prevention &amp; control', '*Overweight/epidemiology/prevention &amp; control', '*Sedentary Behavior', 'Adolescents', 'Body weight', 'Exercise', 'Physical activity', 'Public health']"
10.1016/j.amjcard.2022.05.032;Ventricular Septal Myectomy Decreases Long-Term Risk for Atrial Fibrillation in;20220714;['Animals', 'Axin Protein/genetics/metabolism', '*Caenorhabditis elegans/genetics/metabolism', '*Caenorhabditis elegans Proteins/metabolism', 'Longevity/genetics', 'Transcription Factors/genetics/metabolism']
10.1016/j.jacc.2022.05.016;"Contributions of the Women&#x27;s Health Initiative to Cardiovascular Research: JACC";20220718;[]
10.1371/journal.pcbi.1010202;Ten simple rules for designing and running a computing minor for bio/chem;20220721;"['Aged', 'Calcium', '*Cardiovascular Diseases/epidemiology/prevention &amp; control', 'Female', 'Hormone Replacement Therapy', 'Humans', 'Middle Aged', 'Observational Studies as Topic', 'United States/epidemiology', 'Vitamin D', 'Women&#x27;s Health', 'cardiovascular disease', 'epidemiology', 'menopause', 'prevention', 'randomized trial', 'women’s health']"
10.1093/ee/nvac053;Resistance to Spinetoram Affects Host Adaptability of Frankliniella occidentalis;20220714;['Humans', 'San Francisco', '*Students', 'Universities', 'Workforce']
10.1051/parasite/2022037;Occurrence, genetic diversity and zoonotic potential of Blastocystis sp. in;20220723;['broad bean', 'eggplant', 'host conversion', 'western flower thrip']
10.1002/brb3.2670;Plant-based dietary patterns and cognitive function: A prospective cohort;20220714;['Animals', '*Blastocystis/genetics', '*Blastocystis Infections/epidemiology/veterinary', 'China/epidemiology', '*Deer', 'Forests', 'Genetic Variation', 'Humans', 'Receptor Protein-Tyrosine Kinases/genetics', 'Receptors, Cholinergic/genetics', 'Zoonoses/epidemiology', 'Blastocystis sp.', 'China', 'Forest musk deer', 'Prevalence', 'Zoonotic potential']
10.1007/s11113-021-09683-2;Migration is the driving force of rapid aging in Puerto Rico: A Research Brief.;20220716;['cognitive function', 'healthy longevity', 'plant-based dietary patterns']
10.3389/fpubh.2022.921738;Associations of Boiled Water and Lifespan Water Sources With Mortality: A Cohort;20220716;['Demographic Transitions', 'Migration', 'Population Composition', 'Puerto Rico', 'Rapid Aging']
10.1007/s10964-022-01657-7;The Distinct Roles of Biological and Perceived Pubertal Timing in Delinquency and;20220713;['Aged', '*Cardiovascular Diseases/complications', 'Cohort Studies', '*Drinking Water', 'Humans', 'Longevity', 'Risk Factors', 'boiled water', 'groundwater', 'mortality', 'surface water', 'tap water']
10.1002/ps.7078;Threonyl-tRNA Synthetase gene, a potential target for RNAi-based control of three;20220713;['Delinquency', 'Depressive Symptoms', 'Longitudinal', 'Pubertal Timing']
10.1111/resp.14327;Letter from Australia.;20220713;['RNA interference', 'developmental duration', 'reproduction', 'rice planthoppers', 'specific control', 'threonyl-tRNA synthetase']
10.26508/lsa.202201531;Decreasing pdzd8-mediated mito-ER contacts improves organismal fitness and;20220726;['Australia', 'COVID-19', 'funding', 'health policy', 'longevity']
10.2196/39192;Intervention in Older Urban-Dwelling Veterans With Dysmobility: Protocol for a;20220729;"['Alzheimer Disease', '*Amyloid beta-Peptides/antagonists &amp; inhibitors/toxicity', 'Animals', 'Cellular Senescence', 'Disease Models, Animal', '*Drosophila Proteins/deficiency/genetics/metabolism', '*Drosophila melanogaster/cytology/drug effects/metabolism/physiology', '*Endoplasmic Reticulum/drug effects/metabolism', 'Gene Knockdown Techniques', 'Genetic Fitness', 'Locomotion/drug effects', 'Longevity/drug effects', '*Mitochondria/drug effects/metabolism', 'Mitochondrial Dynamics/drug effects', 'Mitophagy/drug effects', 'Neurons/drug effects', '*Peptide Fragments/antagonists &amp; inhibitors/toxicity']"
10.1007/s40519-022-01439-x;Investigating method effects associated with the wording direction of items of;20220716;['dysmobility', 'lifestyle modification programs', 'peer-led', 'veterans']
10.1002/advs.202201409;Genetic Disruption of KLF1 K74 SUMOylation in Hematopoietic System Promotes;20220713;['Item wording direction', 'Method effect', 'Methodological artifact', 'Scale', 'Social physique anxiety']
10.3389/fragi.2021.738512;Evidence that C/EBP-β LAP Increases Fat Metabolism and Protects Against;20220716;['KLF1/EKLF', 'SUMOylation', 'aging', 'antiaging', 'hematopoietic stem cells (HSCs)']
10.3389/fragi.2021.773795;Recent Advances in Studying Age-Associated Lipids Alterations and Dietary;20220716;['C/EBP (CCAAT-enhancer-binding protein)', 'adefovir dipivoxil (ADV)', 'diet-induced obesity', 'mTOR - mammalian target of rapamycin', 'metabolism and obesity']
10.3389/fragi.2021.697254;Adapting Blood DNA Methylation Aging Clocks for Use in Saliva Samples With;20220716;['aging', 'dietary intervention', 'healthy life span', 'lipid', 'metabolism']
10.3389/fragi.2021.782162;INDY-From Flies to Worms, Mice, Rats, Non-Human Primates, and Humans.;20220716;['DNA methylation', 'aging', 'aging clock', 'biogerontology', 'cell-type deconvolution', 'deep learning', 'domain adaptation', 'epigenetics']
10.3389/fragi.2021.707372;The Multifaceted Role of Nutrient Sensing and mTORC1 Signaling in Physiology and;20220716;['Indy', 'SLC13A5', 'aging', 'calorie restriction', 'citrate transporter', 'longevity gene']
10.3389/fragi.2021.726714;Aging: What We Can Learn From Elephants.;20220716;['aging', 'amino acids', 'dietary restriction', 'mTORC1', 'nutrient sensing']
10.3389/fragi.2021.740582;Applying C. elegans to the Industrial Drug Discovery Process to Slow Aging.;20220716;['aging', 'animal model', 'comparative aging research', 'elephant', 'gerontology', 'senescence']
10.3389/fragi.2021.741843;Drug Screening Implicates Chondroitin Sulfate as a Potential Longevity Pill.;20220716;['C. elegans', 'aging', 'drug discovery', 'efficacy', 'industry', 'regulatory', 'toxicity']
10.3389/fragi.2022.871226;New Roles for MicroRNAs in Old Worms.;20220716;['anti inflammatory', 'chondroitin sulfate', 'drug discovery', 'extracellar matrix', 'healthy aging', 'longevity', 'matreotype', 'supplement']
10.3389/fragi.2022.860404;Hijacking Cellular Stress Responses to Promote Lifespan.;20220716;['C. elegans', 'aging', 'autophagy', 'dietary restriction', 'insulin signaling', 'microRNA', 'proteostasis.']
10.3389/fragi.2022.817371;Healthy Aging: Comparative Analysis of Local Perception and Diet in Two Health;20220716;['C. elegans', 'aging', 'endoplasmic reticulum', 'heat-shock', 'mitochondria', 'stress']
10.3389/fragi.2022.903049;Considerations Regarding Public Use of Longevity Interventions.;20220716;"['Côte d&#x27;Ivoire', 'Japan', 'diet', 'healthy aging', 'perception']"
10.3389/fragi.2022.820215;Clinical Trials Targeting Aging.;20220716;['aging', 'biological age', 'chronological age', 'geroprotectors', 'interventions', 'public']
10.3389/fragi.2022.853588;Temperature-Dependent Regulation of Proteostasis and Longevity.;20220716;['NAD', 'aging', 'caloric restriction', 'clinical trials', 'exercise', 'rapamycin']
10.3389/fragi.2022.854157;Insights Into the Links Between Proteostasis and Aging From C. elegans.;20220716;['AFD neuron', 'Caenorhabditis elegans', 'cell non-autonomous signaling', 'longevity', 'protein aggregation', 'proteostasis', 'temperature', 'thermosensation']
10.3389/fragi.2022.944466;The Role of GCN2 Kinase in Mediating the Effects of Amino Acids on Longevity and;20220716;['C. elegans', 'autophagy', 'chaperones', 'protein aggragation', 'protein translation', 'proteostasis', 'stress responses', 'ubiquitin-proteasome system']
10.3389/fragi.2022.828239;LipidClock: A Lipid-Based Predictor of Biological Age.;20220716;['ATF4', 'Drosophila', 'GCN2', 'amino acid deficiency', 'feeding behaviour', 'longevity']
10.3389/fragi.2022.865178;Association of Vitamin K Insufficiency as Evaluated by Serum Undercarboxylated;20220716;['Caenorhabditis elegans', 'aging', 'aging clock', 'biomarker', 'lipidomics', 'lipids', 'machine learning']
10.3389/fragi.2022.736835;Metformin Attenuates Inflammatory Responses and Enhances Antibody Production in;20220716;['cross-sectional study', 'frailty', 'osteocalcin (OC)', 'undercarboxylated osteocalcin (ucOC)', 'vitamin K']
10.3389/fragi.2022.841796;Clonal Hematopoiesis Analyses in Clinical, Epidemiologic, and Genetic Aging;20220716;['Streptococcus pneumoniae', 'aging', 'metformin', 'pneumonia', 'vaccine response']
10.3389/fragi.2022.846977;Geranylgeranylacetone Ameliorates Beta-Amyloid Toxicity and Extends Lifespan via;20220716;['CHIP', 'aging', 'clonal hematopoiesis', 'longevity', 'somatic mutations']
10.1007/s10549-022-06655-8;"Long-term dietary intervention influence on physical activity in the Women&#x27;s";20220729;['Alzheimer’s disease', 'HSF1', 'aging', 'drug repurposing', 'geranylgeranylacetone', 'heat shock response', 'lifespan', 'longevity']
10.1007/s41999-022-00676-8;The longevity dividend through inanimate objects in the tales of Hans Christian;20220713;['Dietary intervention', 'Physical activity', 'Randomized trial', 'Self-directed', 'Women’s Health Initiative']
10.1186/s12915-022-01352-w;Antagonistic effects of mitochondrial matrix and intermembrane space proteases on;20220725;['Ageing', 'Culture', 'Geriatrics', 'Humanities', 'Literature']
10.1186/s12940-022-00876-6;The effects of greenness exposure on hypertension incidence among Chinese;20220721;['Mitochondria/genetics/metabolism', 'Mitochondrial Dynamics', 'Saccharomyces cerevisiae/genetics/metabolism', '*Saccharomyces cerevisiae Proteins/metabolism', '*Schizosaccharomyces/genetics/metabolism', '*Chronological aging', '*Mitochondrial dynamics', '*Mitophagy', '*Mitoproteases', '*Respiratory capacity']
10.1503/cjs.001121;Mechanical versus bioprosthetic valves in chronic dialysis: a systematic review;20220723;['Aged, 80 and over', 'China/epidemiology', '*Environment', 'Health Surveys', 'Healthy Aging', 'Humans', '*Hypertension/epidemiology', 'Incidence', 'Longevity', 'Longitudinal Studies', '*Plants', 'Proportional Hazards Models', 'Prospective Studies', 'Risk Assessment', 'China', 'Cohort study', 'Greenness', 'Hypertension', 'Oldest-old population']
10.1016/j.amjmed.2022.06.006;Mapping One Million COVID-19 Deaths and Unhealthy Lifestyle Behaviors in the;20220716;['*Bioprosthesis/adverse effects', '*Heart Valve Diseases/surgery', '*Heart Valve Prosthesis', 'Hemorrhage/etiology', 'Humans', 'Renal Dialysis/adverse effects', '*Stroke/complications']
10.1055/s-0042-1749409;Arcade Sutures to Minimize Ear Displacement in Rhytidectomy.;20220712;['Network', 'Healthy living', 'chronic disease', 'diet', 'obesity', 'pandemic', 'physical activity', 'social justice']
